codigo_negocio,nombre_patrimonio,codigo_entidad,nombre_subtipo_patrimonio,fmin,fmax,n,anio
66648,FONDO INMOBILIARIO FIDUPAÍS FIC CERRADO NO. 1 EN DERECHOS FIDUCIARIOS SOBRE INMUEBLES,68,FIC INMOBILIARIAS,2021-01-01T00:00:00.000,2021-12-31T00:00:00.000,365,2021
87265,FONDO DE CAPITAL PRIVADO INMOBILIARIO POR COMPARTIMENTOS AZUR COMPARTIMENTO CHIZO,97,FONDOS DE CAPITAL PRIVADO,2021-01-01T00:00:00.000,2021-12-31T00:00:00.000,365,2021
93198,CREDICORP CAPITAL DOLAR EFECTIVO,28,FIC DE TIPO GENERAL,2021-01-01T00:00:00.000,2021-12-31T00:00:00.000,565,2021
58699,FONDO DE INVERSIÓN COLECTIVA ABIERTO CON PACTO DE PERMANENCIA BTG PACTUAL ACCIONES COLOMBIA,14,FIC DE TIPO GENERAL,2021-01-01T00:00:00.000,2021-12-31T00:00:00.000,1825,2021
9448,FONDO DE INVERSIÓN COLECTIVA ABIERTO SIN PACTO DE PERMANENCIA AVANZA RENTA FIJA,21,FIC DE TIPO GENERAL,2021-01-01T00:00:00.000,2021-12-31T00:00:00.000,365,2021
9792,FONDO DE INVERSION COLECTIVA DAVIPLUS RENTA FIJA PESOS,42,FIC DE TIPO GENERAL,2021-01-01T00:00:00.000,2021-12-31T00:00:00.000,365,2021
58695,FONDO DE INVERSION COLECTIVA ACCIVAL VISTA,3,FIC DE TIPO GENERAL,2021-01-01T00:00:00.000,2021-12-31T00:00:00.000,365,2021
67539,FONDO DE CAPITAL PRIVADO PACTIA INMOBILIARIO,31,FONDOS DE CAPITAL PRIVADO,2021-01-01T00:00:00.000,2021-12-31T00:00:00.000,365,2021
97207,FONDO DE INVERSIÓN COLECTIVA CON PACTO DE PERMANENCIA SKANDIA DINÁMICO,7,FIC DE TIPO GENERAL,2021-03-11T00:00:00.000,2021-12-31T00:00:00.000,1332,2021
89435,FONDO DE CAPITAL PRIVADO INMOBILIARIO YELLOWSTONE REAL ESTATE OPPORTUNITY FUND II,16,FONDOS DE CAPITAL PRIVADO,2021-01-01T00:00:00.000,2021-12-31T00:00:00.000,3285,2021
43502,FONDO BURSÁTIL GLOBAL X COLOMBIA SELECT DE S&P,22,FIC BURSATILES,2021-01-01T00:00:00.000,2021-12-31T00:00:00.000,365,2021
59422,FONVAL DERECHOS ECONOMICOS 2020 EN LIQUIDACIÓN,28,FIC DE TIPO GENERAL,2021-01-01T00:00:00.000,2021-12-31T00:00:00.000,365,2021
72904,FONDO DE CAPITAL PRIVADO PALADIN REALTY COLOMBIA COMPARTIMENTO A,26,FONDOS DE CAPITAL PRIVADO,2021-01-01T00:00:00.000,2021-12-31T00:00:00.000,365,2021
81087,FCP NEXUS COMP INMUEBLES BANCO POPULAR,21,FONDOS DE CAPITAL PRIVADO,2021-01-01T00:00:00.000,2021-12-31T00:00:00.000,365,2021
59356,FONDO DE INVERSION COLECTIVA CERRADO GLOBAL SECURITIES CREDIT OPPORTUNITIES FUND TITULOS VALORES,68,FIC DE TIPO GENERAL,2021-01-01T00:00:00.000,2021-12-31T00:00:00.000,365,2021
99187,FONDO DE CAPITAL PRIVADO PLENTIA INVERSIONES - COMPARTIMENTO III RAIZ,97,FONDOS DE CAPITAL PRIVADO,2021-06-18T00:00:00.000,2021-12-31T00:00:00.000,197,2021
59505,CARTERA COLECTIVA ESCALONADA INTERBOLSA FACTORING,68,FIC DE TIPO GENERAL,2021-01-01T00:00:00.000,2021-12-31T00:00:00.000,365,2021
87268,FONDO DE CAPITAL PRIVADO BTG PACTUAL ACTIVOS ALTERNATIVOS COMPARTIMENTO ACTIVOS CREDITICIOS I,14,FONDOS DE CAPITAL PRIVADO,2021-01-01T00:00:00.000,2021-12-31T00:00:00.000,516,2021
85000,FONDO DE CAPITAL PRIVADO BTG PACTUAL ACTIVOS ALTERNATIVOS COMPARTIMENTO SMPI,14,FONDOS DE CAPITAL PRIVADO,2021-01-01T00:00:00.000,2021-12-31T00:00:00.000,365,2021
53967,FIC COLECTIVO II,58,FIC DE TIPO GENERAL,2021-01-01T00:00:00.000,2021-12-01T00:00:00.000,335,2021
102254,FONDO DE INVERSIÓN COLECTIVA CERRADO SKANDIA CAT VI,7,FIC DE TIPO GENERAL,2021-12-02T00:00:00.000,2021-12-31T00:00:00.000,30,2021
62633,FIDUCOLDEX CAPITAL INTELIGENTE FONDO DE INVERSION COLECTIVA,40,FIC DE TIPO GENERAL,2021-01-01T00:00:00.000,2021-12-31T00:00:00.000,730,2021
96710,FCP NEXUS COMP NEXUS DESARROLLOS INMOBILIARIOS II,21,FONDOS DE CAPITAL PRIVADO,2021-12-21T00:00:00.000,2021-12-31T00:00:00.000,20,2021
11714,FONDO ABIERTO FIDUCIARIA CENTRAL,38,FIC DE TIPO GENERAL,2021-01-01T00:00:00.000,2021-12-31T00:00:00.000,2440,2021
48153,FONDO DE INVERSION COLECTIVA ABIERTO ITAU CORTO PLAZO,23,FIC DE TIPO GENERAL,2021-01-01T00:00:00.000,2021-12-31T00:00:00.000,1825,2021
83314,CREDICORP CAPITAL DERECHOS ECONOMICOS 2026,28,FIC DE TIPO GENERAL,2021-01-01T00:00:00.000,2021-12-31T00:00:00.000,365,2021
80265,FONDO DE INVERSIÓN COLECTIVA ABIERTO CON PACTO DE PERMANENCIA VALOR ESTRATEGICO ? FONDO CON PARTICI,12,FIC DE TIPO GENERAL,2021-01-01T00:00:00.000,2021-12-31T00:00:00.000,365,2021
76410,F.I.C. ESTRATEGIA MODERADA,20,FIC DE TIPO GENERAL,2021-01-01T00:00:00.000,2021-12-31T00:00:00.000,365,2021
76412,F.I.C. DEUDA CORPORATIVA,20,FIC DE TIPO GENERAL,2021-01-01T00:00:00.000,2021-12-31T00:00:00.000,365,2021
81411,FCP NUEVOMUNDO COMPARTIMENTO 1,21,FONDOS DE CAPITAL PRIVADO,2021-01-01T00:00:00.000,2021-12-31T00:00:00.000,365,2021
73588,FCP VALOR FORESTAL CAUCHO 7 (EN LIQUIDACIÓN),38,FONDOS DE CAPITAL PRIVADO,2021-01-01T00:00:00.000,2021-12-31T00:00:00.000,365,2021
50277,FONDO DE CAPITAL PRIVADO RUTA DEL SOL COMPARTIMENTO A2,16,FONDOS DE CAPITAL PRIVADO,2021-01-01T00:00:00.000,2021-12-31T00:00:00.000,365,2021
66509,"FONDO DE INVERSION COLECTIVA CERRADO INMOBILIARIO ""PROGRESION RENTAR 2015""",11,FIC INMOBILIARIAS,2021-01-01T00:00:00.000,2021-12-31T00:00:00.000,364,2021
34163,FONDO CERRADO INMOBILIARIO ALIANZA,16,FIC INMOBILIARIAS,2021-01-01T00:00:00.000,2021-12-31T00:00:00.000,365,2021
93223,CREDICORP CAPITAL BALANCEADO COLOMBIA,28,FIC DE TIPO GENERAL,2021-01-01T00:00:00.000,2021-12-31T00:00:00.000,365,2021
67405,FONDO ABIERTO CON PACTO DE PERMANENCIA ALIANZA RENTA FIJA GLOBAL.,16,FIC DE TIPO GENERAL,2021-01-01T00:00:00.000,2021-12-31T00:00:00.000,1825,2021
50280,FONDO DE CAPITAL PRIVADO RUTA DEL SOL COMPARTIMENTO B2,16,FONDOS DE CAPITAL PRIVADO,2021-01-01T00:00:00.000,2021-12-31T00:00:00.000,365,2021
59954,INMOVAL DESARROLLOS - EN LIQUIDACION,28,FIC INMOBILIARIAS,2021-01-01T00:00:00.000,2021-12-31T00:00:00.000,365,2021
25743,FONDO CERRADO MAS COLOMBIA OPPORTUNITY,16,FIC DE TIPO GENERAL,2021-01-01T00:00:00.000,2021-12-31T00:00:00.000,365,2021
65869,FONDO DE CAPITAL PRIVADO YELLOWSTONE CAPITAL FUND I- COMPARTIMENTO AI,16,FONDOS DE CAPITAL PRIVADO,2021-01-01T00:00:00.000,2021-12-31T00:00:00.000,365,2021
11403,CARTERA COLECTIVA ABIERTA CON PACTO DE PERMANENCIA EFECTIVO A PLAZOS - CARTERA CON COMPARTIMENTOS,12,FIC DE TIPO GENERAL,2021-01-01T00:00:00.000,2021-12-31T00:00:00.000,1627,2021
66652,FONDO DE CAPITAL TERRANUM COMPARTIMENTO,16,FONDOS DE CAPITAL PRIVADO,2021-01-01T00:00:00.000,2021-12-31T00:00:00.000,365,2021
59002,FONDO DE CAPITAL PRIVADO ALTRA FCP II,26,FONDOS DE CAPITAL PRIVADO,2021-01-01T00:00:00.000,2021-12-31T00:00:00.000,365,2021
51220,COMPARTIMENTO DIVERSIFICADO DE DESARROLLOS INMOBILIARIOS,21,FONDOS DE CAPITAL PRIVADO,2021-01-01T00:00:00.000,2021-12-31T00:00:00.000,365,2021
90302,FONDO DE INVERSION COLECTIVA ABIERTO CON PACTO DE PERMANENCIA META ESTRATEGICA,21,FIC DE TIPO GENERAL,2021-01-01T00:00:00.000,2021-12-31T00:00:00.000,365,2021
63109,FONDO DE INVERSION COLECTIVA ABIERTO PROGRESION LIQUIDEZ,11,FIC DE TIPO GENERAL,2021-01-01T00:00:00.000,2021-12-31T00:00:00.000,364,2021
93231,CREDICORP CAPITAL AGRONEGOCIOS - CACAO AGROFORESTAL,28,FONDOS DE CAPITAL PRIVADO,2021-01-01T00:00:00.000,2021-12-31T00:00:00.000,365,2021
73493,FONDO DE CAPITAL PRIVADO YELLOWSTONE CAPITAL FUND I -COMPARTIMENTO PROSCENIO AII,16,FONDOS DE CAPITAL PRIVADO,2021-01-01T00:00:00.000,2021-12-31T00:00:00.000,365,2021
60599,FONDO DE CAPITAL PRIVADO BTG PACUAL CACAO SUBCOMP Z ECOCACAO - COMP I - FCP BTG PACTUAL FCP CACAO,14,FONDOS DE CAPITAL PRIVADO,2021-01-01T00:00:00.000,2021-07-02T00:00:00.000,183,2021
42259,COMPARTIMENTO II DEL FONDO DE CAPITAL PRIVADO FINTRA,20,FONDOS DE CAPITAL PRIVADO,2021-01-01T00:00:00.000,2021-12-31T00:00:00.000,365,2021
90025,FONDO DE CAPITAL PRIVADO SUMATORIA DEUDA GLOBAL,26,FONDOS DE CAPITAL PRIVADO,2021-01-01T00:00:00.000,2021-12-31T00:00:00.000,365,2021
93203,CREDICORP CAPITAL ACCIONES GEA,28,FIC DE TIPO GENERAL,2021-01-01T00:00:00.000,2021-10-15T00:00:00.000,498,2021
58564,FONDO DE INVERSIÓN COLECTIVA ABIERTO BTG PACTUAL LIQUIDEZ,14,FIC DE MERCADO MONETARIO,2021-01-01T00:00:00.000,2021-12-31T00:00:00.000,2190,2021
95589,FONDO DE INVERSION COLECTIVA CERRADO ASHMORE ACCIONES COLOMBIA + LATAM,97,FIC DE TIPO GENERAL,2021-01-01T00:00:00.000,2021-12-31T00:00:00.000,1011,2021
51325,FONDO NAZCA INVESTMENT,21,FONDOS DE CAPITAL PRIVADO,2021-01-01T00:00:00.000,2021-12-31T00:00:00.000,365,2021
100813,FONDO DE CAPITAL PRIVADO TAURUS CAPITAL COMPARTIMIENTO DOS,68,FONDOS DE CAPITAL PRIVADO,2021-10-06T00:00:00.000,2021-12-31T00:00:00.000,87,2021
60567,FONDO DE CAPITAL PRIVADO BTG PACUAL CACAO SUBCOMP A - COMP I - FCP BTG PACTUAL FCP CACAO,14,FONDOS DE CAPITAL PRIVADO,2021-01-01T00:00:00.000,2021-08-05T00:00:00.000,217,2021
96410,FONDO ABIERTO 1525 FC3 FIDUCENTRAL,38,FIC DE TIPO GENERAL,2021-01-19T00:00:00.000,2021-12-31T00:00:00.000,1754,2021
99106,CREDICORP CAPITAL ACCIONES LATAM,28,FIC DE TIPO GENERAL,2021-06-10T00:00:00.000,2021-12-31T00:00:00.000,391,2021
54573,FONDO DE INVERSIÓN COLECTIVA ABIERTO SIN PACTO DE PERMANENCIA ARCO IRIS CONSERVADOR,33,FIC DE TIPO GENERAL,2021-01-01T00:00:00.000,2021-12-31T00:00:00.000,365,2021
96392,FONDO DE INVERSIÓN COLECTIVA ABIERTA CON PACTO DE PERMANENCIA DENOMINADA ADCAP MULTIPLAZOS,16,FIC DE TIPO GENERAL,2021-01-08T00:00:00.000,2021-04-09T00:00:00.000,92,2021
91173,FCP. POR COMPART. AVANTI - COMPART. GARANTIA,20,FONDOS DE CAPITAL PRIVADO,2021-01-01T00:00:00.000,2021-12-31T00:00:00.000,365,2021
76873,FONDO DE CAPITAL PRIVADO PROGRESION PROFUTBOL,11,FONDOS DE CAPITAL PRIVADO,2021-01-01T00:00:00.000,2021-12-31T00:00:00.000,364,2021
99245,COMPARTIMENTO LOCACIAL - FONDO DE CAPITAL PRIVADO LA MONTERA,16,FONDOS DE CAPITAL PRIVADO,2021-06-25T00:00:00.000,2021-12-31T00:00:00.000,190,2021
50413,FONDO DE CAPITAL PRIVADO TRIBECA FUND I FCP,16,FONDOS DE CAPITAL PRIVADO,2021-01-01T00:00:00.000,2021-05-12T00:00:00.000,132,2021
60200,FONDO DE INVERSIÓN COLECTIVA CERRADO BTG PACTUAL CREDIVALORES I,14,FIC DE TIPO GENERAL,2021-01-01T00:00:00.000,2021-12-31T00:00:00.000,730,2021
22969,FONDO DE INVERSION COLECTIVA ABIERTO SUMAR,22,FIC DE TIPO GENERAL,2021-01-01T00:00:00.000,2021-12-31T00:00:00.000,3897,2021
59354,FONDO DE INVERSION COLECTIVA CERRADO GLOBAL SECURITIES CREDIT OPPORTUNITIES FUND FACTURAS,68,FIC DE TIPO GENERAL,2021-01-01T00:00:00.000,2021-12-31T00:00:00.000,365,2021
90195,FONDO ABIERTO 1525 FC2 FIDUCENTRAL,38,FIC DE TIPO GENERAL,2021-01-01T00:00:00.000,2021-12-31T00:00:00.000,2110,2021
101366,FONDO DE INVERSIÓN COLECTIVA ABIERTO CON PACTO DE PERMANENCIA RENOVABLE BALANCEADO MODERADO ALIANZ,16,FIC DE TIPO GENERAL,2021-11-08T00:00:00.000,2021-12-31T00:00:00.000,243,2021
59252,FONDO DE CAPITAL PRIVADO FONDO ESCALA CAPITAL EN LIQUIDACIÓN,22,FONDOS DE CAPITAL PRIVADO,2021-01-01T00:00:00.000,2021-12-31T00:00:00.000,730,2021
58957,FONDO DE CAPITAL PRIVADO INVERSOR COMPARTIMENTO A,26,FONDOS DE CAPITAL PRIVADO,2021-01-01T00:00:00.000,2021-12-31T00:00:00.000,365,2021
95249,FONDO DE INVERSIÓN COLECTIVA ABIERTO BBVA PÁRAMO,3,FIC DE TIPO GENERAL,2021-01-01T00:00:00.000,2021-12-31T00:00:00.000,365,2021
86121,FONDO DE CAPITAL PRIVADO AQUA COMPARTIMENTO CUATRO AQUA IV,63,FONDOS DE CAPITAL PRIVADO,2021-01-01T00:00:00.000,2021-12-31T00:00:00.000,365,2021
8686,FONDO DE INVERSIÓN COLECTIVA ABIERTO CON PACTO DE PERMANENCIA Y  PARTICIPACIONES DIFERENCIALES BBVA,3,FIC DE TIPO GENERAL,2021-01-01T00:00:00.000,2021-12-31T00:00:00.000,730,2021
58921,CREDICORP CAPITAL RENTA FIJA GLOBAL,28,FIC DE TIPO GENERAL,2021-01-01T00:00:00.000,2021-12-31T00:00:00.000,612,2021
100390,FONDO DE CAPITAL PRIVADO RED HOSPITALARIA COLOMBIA,11,FONDOS DE CAPITAL PRIVADO,2021-09-03T00:00:00.000,2021-12-31T00:00:00.000,119,2021
74491,FONDO DE CAPITAL PRIVADO POR COMPARTIMENTOS RAIZ - COMPARTIMENTO I,97,FONDOS DE CAPITAL PRIVADO,2021-01-01T00:00:00.000,2021-11-30T00:00:00.000,334,2021
8734,FONDO DE INVERSIÓN COLECTIVA ABIERTO BBVA EFECTIVO CON PARTICIPACIONES DIFERENCIALES,3,FIC DE TIPO GENERAL,2021-01-01T00:00:00.000,2021-12-31T00:00:00.000,3285,2021
94490,FCP SURA . DEUDA PRIVADA - COMPARTIMENTO DEUDA,16,FONDOS DE CAPITAL PRIVADO,2021-01-01T00:00:00.000,2021-12-31T00:00:00.000,973,2021
17653,FONDO DE INVERSION COLECTIVA ABIERTO 1525,25,FIC DE MERCADO MONETARIO,2021-01-01T00:00:00.000,2021-12-31T00:00:00.000,365,2021
58946,FONDO DE CAPITAL PRIVADO ENERGETICO - COMPARTIMENTO A,26,FONDOS DE CAPITAL PRIVADO,2021-01-01T00:00:00.000,2021-12-31T00:00:00.000,365,2021
29497,FONDO DE INVERSIÓN COLECTIVA ABIERTO CON PACTO DE PERMANENCIA CUBRIR BALANCEADO INTERNACIONAL,22,FIC DE TIPO GENERAL,2021-01-01T00:00:00.000,2021-12-31T00:00:00.000,730,2021
54077,FONDO DE INVERSIÓN COLECTIVA ABIERTO CON PACTO DE PERMANENCIA ES+,22,FIC DE TIPO GENERAL,2021-01-01T00:00:00.000,2021-12-31T00:00:00.000,1095,2021
85384,FONDO DE INVERSION COLECTIVA ABIERTO ITAU ACCIONES COLOMBIA,23,FIC DE TIPO GENERAL,2021-01-01T00:00:00.000,2021-12-31T00:00:00.000,365,2021
10779,RENTAFACIL FONDO DE INVERSION COLECTIVA ABIERTO,6,FIC DE TIPO GENERAL,2021-01-01T00:00:00.000,2021-12-31T00:00:00.000,2555,2021
102184,FONDO CERRADO ALIANZA RENTA FIJA LOCAL AAA,16,FIC DE TIPO GENERAL,2021-12-02T00:00:00.000,2021-12-31T00:00:00.000,112,2021
58897,CREDICORP CAPITAL RENTA FIJA COLOMBIA,28,FIC DE TIPO GENERAL,2021-01-01T00:00:00.000,2021-12-31T00:00:00.000,618,2021
96583,FONDO DE CAPITAL PRIVADO NEXT UTILITY VENTURES,20,FONDOS DE CAPITAL PRIVADO,2021-02-25T00:00:00.000,2021-12-31T00:00:00.000,930,2021
76275,FONDO DE INVERSIÓN COLECTIVA ABIERTO CON PACTO DE PERMANENCIA RENTAR CAPITAL,18,FIC DE TIPO GENERAL,2021-01-01T00:00:00.000,2021-08-18T00:00:00.000,230,2021
91995,FONDO DE CAPITAL PRIVADO AQUA COMPARTIMENTO CINCO  AQUA V,63,FONDOS DE CAPITAL PRIVADO,2021-01-01T00:00:00.000,2021-12-14T00:00:00.000,348,2021
96375,FONDO DE INVERSIÓN COLECTIVA ABIERTO FIC MERCADO MONETARIO ALIANZA,16,FIC DE TIPO GENERAL,2021-01-08T00:00:00.000,2021-04-23T00:00:00.000,152,2021
60606,FONDO DE CAPITAL PRIVADO BTG PACUAL CACAO SUBCOMP Z NECOCLI - COMP I - FCP BTG PACTUAL FCP CACAO,14,FONDOS DE CAPITAL PRIVADO,2021-01-01T00:00:00.000,2021-07-02T00:00:00.000,183,2021
80574,FONDO DE CAPITAL PRIVADO ELIMARC CAPITAL - COMPARTIMENTO SAN PABLO,59,FONDOS DE CAPITAL PRIVADO,2021-01-01T00:00:00.000,2021-12-31T00:00:00.000,365,2021
36570,FONDO ABIERTO 1525 FIDUCENTRAL,38,FIC DE TIPO GENERAL,2021-01-01T00:00:00.000,2021-12-31T00:00:00.000,2353,2021
3895,FONDO DE INVERSIÓN COLECTIVA ABIERTA SIN PACTO DE PERMANENCIA FIDUEXCEDENTES,31,FIC DE TIPO GENERAL,2021-01-01T00:00:00.000,2021-12-31T00:00:00.000,365,2021
59144,FONDO DE CAPITAL PRIVADO TEKA COLOMBIA I COMPARTIMENTO LP,26,FONDOS DE CAPITAL PRIVADO,2021-01-01T00:00:00.000,2021-12-31T00:00:00.000,365,2021
51615,COMPARTIMENTO A FCP AVENIDA COLOMBIA PEF,20,FONDOS DE CAPITAL PRIVADO,2021-01-01T00:00:00.000,2021-12-31T00:00:00.000,365,2021
14173,FONDO DE CAPITAL PRIVADO NEXUS INFRAESTRUCTURA I FCP EN LIQUIDACION,31,FONDOS DE CAPITAL PRIVADO,2021-01-01T00:00:00.000,2021-12-31T00:00:00.000,730,2021
28403,FONDO DE CAPITAL PRIVADO OXO - PROPIEDADES SOSTENIBLES COMPARTIMENTO I. CARTAGENA. OXO - PROPIEDADE,16,FONDOS DE CAPITAL PRIVADO,2021-01-01T00:00:00.000,2021-12-31T00:00:00.000,365,2021
87342,FONDO DE INVERSIÓN COLECTIVA ABIERTO BBVA DIGITAL CON PARTICIPACIONES DIFERENCIALES,3,FIC DE TIPO GENERAL,2021-01-01T00:00:00.000,2021-12-31T00:00:00.000,365,2021
69536,FONDO DE INVERSION COLECTIVA ABIERTO CONFIRENTA,39,FIC DE TIPO GENERAL,2021-01-01T00:00:00.000,2021-12-31T00:00:00.000,1934,2021
51968,FONDO DE INVERSIÓN COLECTIVA INMOBILIARIO CERRADO SKANDIA COMPRAR PARA ARRENDAR-I,7,FIC INMOBILIARIAS,2021-01-01T00:00:00.000,2021-12-31T00:00:00.000,730,2021
102088,FONDO DE CAPITAL PRIVADO BIOAVANTE COMPARTIMENTO VACUNAS I,16,FONDOS DE CAPITAL PRIVADO,2021-12-28T00:00:00.000,2021-12-31T00:00:00.000,4,2021
11627,FONDO DE INVERSION COLECTIVA ABIERTO RENDIR,25,FIC DE TIPO GENERAL,2021-01-01T00:00:00.000,2021-12-31T00:00:00.000,365,2021
10824,FONDO ABIERTO CON PACTO DE PERMANENCIA CXC,16,FIC DE TIPO GENERAL,2021-01-01T00:00:00.000,2021-12-31T00:00:00.000,2190,2021
73579,FCP - VALOR FORESTAL - CAUCHO 01 (EN LIQUIDACIÓN),38,FONDOS DE CAPITAL PRIVADO,2021-01-01T00:00:00.000,2021-12-31T00:00:00.000,365,2021
95234,FONDO DE INVERSION COLECTIVA INMOBILIARIO RENTA MAS,21,FIC INMOBILIARIAS,2021-01-01T00:00:00.000,2021-12-31T00:00:00.000,1072,2021
29496,FONDO DE INVERSIÓN COLECTIVA ABIERTO CON PACTO DE PERMANENCIA FIDUACCIÓN,22,FIC DE TIPO GENERAL,2021-01-01T00:00:00.000,2021-04-30T00:00:00.000,120,2021
59143,FONDO DE CAPITAL PRIVADO TEKA COLOMBIA I COMPARTIMENTO GP,26,FONDOS DE CAPITAL PRIVADO,2021-01-01T00:00:00.000,2021-12-31T00:00:00.000,365,2021
59741,FONDO DE INVERSION COLECTIVA ABIERTO RENTA FIJA PLUS,22,FIC DE TIPO GENERAL,2021-01-01T00:00:00.000,2021-12-31T00:00:00.000,697,2021
51218,COMPARTIMENTO INMOBILIARIO TRIPLE A,21,FONDOS DE CAPITAL PRIVADO,2021-01-01T00:00:00.000,2021-12-31T00:00:00.000,365,2021
76989,FONDO DE INVERSION COLECTIVA ABIERTO CON PACTO DE PERMANENCIA AVANZAR 30 DIAS,62,FIC DE TIPO GENERAL,2021-01-01T00:00:00.000,2021-12-31T00:00:00.000,1823,2021
93222,CREDICORP CAPITAL HOLDINGS COLOMBIA,28,FIC DE TIPO GENERAL,2021-01-01T00:00:00.000,2021-04-09T00:00:00.000,198,2021
72413,FONDO DE CAPITAL PRIVADO FONDO PLENTIA INVERSIONES,97,FONDOS DE CAPITAL PRIVADO,2021-01-01T00:00:00.000,2021-12-31T00:00:00.000,365,2021
102634,FONDO DE CAPITAL PRIVADO AQUA COMPARTIMENTO SEIS AQUA VI,63,FONDOS DE CAPITAL PRIVADO,2021-12-15T00:00:00.000,2021-12-31T00:00:00.000,17,2021
60509,FONDO DE INVERSIÓN COLECTIVA ABIERTO CON PACTO DE PERMANENCIA ADCAP MULTIPLAZOS,9,FIC DE TIPO GENERAL,2021-01-01T00:00:00.000,2021-01-07T00:00:00.000,7,2021
13263,FONDO DE CAPITAL PRIVADO PROGRESA CAPITAL EN LIQUIDACIÓN,31,FONDOS DE CAPITAL PRIVADO,2021-01-01T00:00:00.000,2021-12-31T00:00:00.000,365,2021
69940,FCP DEUDA INFRAESTRUCTURA COLOMBIA,31,FONDOS DE CAPITAL PRIVADO,2021-01-01T00:00:00.000,2021-12-31T00:00:00.000,365,2021
59078,FONDO DE INVERSIÓN COLECTIVA DIVERSIFICADO MODERADO,26,FIC DE TIPO GENERAL,2021-01-01T00:00:00.000,2021-12-31T00:00:00.000,730,2021
80042,FONDO DE CAPITAL NEXUS INMOBILIARIO - COMPARTIMENTO INMUEBLES BANCO DE BOGOTÁ,21,FONDOS DE CAPITAL PRIVADO,2021-01-01T00:00:00.000,2021-12-31T00:00:00.000,365,2021
70843,FONDO DE INVERSIÓN COLECTIVA ABIERTO CON PACTO DE PERMANENCIA ALTARENTA,22,FIC DE TIPO GENERAL,2021-01-01T00:00:00.000,2021-12-31T00:00:00.000,730,2021
103328,FONDO DE CAPITAL PRIVADO VID COMPARTIMENTO I MISHPAT,20,FONDOS DE CAPITAL PRIVADO,2021-12-29T00:00:00.000,2021-12-31T00:00:00.000,12,2021
83110,FONDO DE CAPITAL PRIVADO CO-INVERSION EQUITY INFRAESTRUCTURA COLOMBIA EN LIQUIDACION,31,FONDOS DE CAPITAL PRIVADO,2021-01-01T00:00:00.000,2021-12-31T00:00:00.000,730,2021
73585,FCP - VALOR FORESTAL - CAUCHO 04 (EN LIQUIDACIÓN),38,FONDOS DE CAPITAL PRIVADO,2021-01-01T00:00:00.000,2021-12-31T00:00:00.000,365,2021
60230,FONDO DE CAPITAL PRIVADO MEDICAL,11,FONDOS DE CAPITAL PRIVADO,2021-01-01T00:00:00.000,2021-12-31T00:00:00.000,364,2021
64129,FONDO ASHMORE ANDINO II - FCP COMPARTIMENTO B,16,FONDOS DE CAPITAL PRIVADO,2021-01-01T00:00:00.000,2021-12-31T00:00:00.000,365,2021
60925,COMP III MAS COLOMBIA OPPORTUNITY - FCP MAS COLOMBIA LATAM,9,FONDOS DE CAPITAL PRIVADO,2021-01-01T00:00:00.000,2021-12-31T00:00:00.000,364,2021
99379,FONDO DE CAPITAL PRIVADO PLENTIA INVERSIONES COMPARTIMENTO V PP3,97,FONDOS DE CAPITAL PRIVADO,2021-06-30T00:00:00.000,2021-12-31T00:00:00.000,185,2021
95356,CERRADO FACTURAS 120,26,FIC DE TIPO GENERAL,2021-01-01T00:00:00.000,2021-12-31T00:00:00.000,365,2021
29133,FONDO DE INVERSIÓN COLECTIVA ABIERTO FIDUCREDICORP VISTA,59,FIC DE TIPO GENERAL,2021-01-01T00:00:00.000,2021-12-31T00:00:00.000,3964,2021
96393,FONDO DE INVERSIÓN COLECTIVA ABIERTA CON PACTO DE PERMANENCIA DENOMINADA ADCAP RENTA FIJA COLOMBIA,16,FIC DE TIPO GENERAL,2021-01-08T00:00:00.000,2021-04-09T00:00:00.000,92,2021
54577,FONDO DE INVERSION COLECTIVA ABIERTO CON PACTO DE PERMANENCIA ARCO IRIS DEUDA PRIVADA,33,FIC DE TIPO GENERAL,2021-01-01T00:00:00.000,2021-12-31T00:00:00.000,365,2021
81931,FCP COLOMBIAN INFRASTRUCTURE EQUITY FUND - CIEF,21,FONDOS DE CAPITAL PRIVADO,2021-01-01T00:00:00.000,2021-12-31T00:00:00.000,365,2021
101146,FONDO DE INVERSIÓN COLECTIVA CERRADO SKANDIA CAT IV,7,FIC DE TIPO GENERAL,2021-10-29T00:00:00.000,2021-12-31T00:00:00.000,64,2021
58735,FONDO DE INVERSION COLECTIVA  ABIERTO ACCIVAL ACCIONES DINAMICO,3,FIC DE TIPO GENERAL,2021-01-01T00:00:00.000,2021-12-31T00:00:00.000,365,2021
31508,FONDO DE INVERSION COLECTIVA ABIERTO RENTAR 30,18,FIC DE TIPO GENERAL,2021-01-01T00:00:00.000,2021-12-31T00:00:00.000,365,2021
89854,FONDO DE CAPITAL PRIVADO YELLOWSTONE  FUND I - COMPARTIMENTO BI,16,FONDOS DE CAPITAL PRIVADO,2021-01-01T00:00:00.000,2021-12-31T00:00:00.000,1095,2021
97612,FONDO DE INVERSIÓN COLECTIVA ABIERTO BALANCEADO BBVA GAIA,3,FIC DE TIPO GENERAL,2021-03-19T00:00:00.000,2021-12-31T00:00:00.000,288,2021
