codigo_negocio,nombre_patrimonio,codigo_entidad,nombre_subtipo_patrimonio,fmin,fmax,n,anio
60239,FONDO DE CAPITAL PRIVADO PROGRESION INMOBILIARIO,11,FONDOS DE CAPITAL PRIVADO,2018-01-01T00:00:00.000,2018-12-30T00:00:00.000,364,2018
11356,FONDO DE INVERSIÓN COLECTIVA ABIERTO FIDULIQUIDEZ,18,FIC DE TIPO GENERAL,2018-01-01T00:00:00.000,2018-12-31T00:00:00.000,2885,2018
10648,FONDO DE INVERSION COLECTIVA ABIERTO ITAU MONEY MARKET,23,FIC DE TIPO GENERAL,2018-01-01T00:00:00.000,2018-12-31T00:00:00.000,1100,2018
72576,FONDO DE INVERSION COLECTIVA ABIERTO CON PACTO DE PERMANENCIA AVANZAR 180 DIAS,62,FIC DE TIPO GENERAL,2018-01-01T00:00:00.000,2018-12-31T00:00:00.000,1456,2018
60678,FONDO BURSÁTIL ISHARES  MSCI COLCAP,73,FIC BURSATILES,2018-01-01T00:00:00.000,2018-12-31T00:00:00.000,365,2018
59009,FONDO DE CAPITAL PRIVADO TC LATAM - COMPARTIMENTO B,26,FONDOS DE CAPITAL PRIVADO,2018-01-01T00:00:00.000,2018-12-31T00:00:00.000,365,2018
58347,FIC INTERÉS,26,FIC DE TIPO GENERAL,2018-01-01T00:00:00.000,2018-12-31T00:00:00.000,699,2018
16373,FIC GESTIÓN,58,FIC DE MERCADO MONETARIO,2018-01-01T00:00:00.000,2018-12-31T00:00:00.000,364,2018
53969,FIC PENSIONES III,58,FIC DE TIPO GENERAL,2018-01-01T00:00:00.000,2018-10-30T00:00:00.000,302,2018
65734,FONDO DE CAPITAL PRIVADO TC LATAM - COMPARTIMENTO G TC LATAM,26,FONDOS DE CAPITAL PRIVADO,2018-06-05T00:00:00.000,2018-12-31T00:00:00.000,210,2018
3814,FONDO DE INVERSIÓN COLECTIVA ABIERTO RENTA FIJA PLAZO,31,FIC DE TIPO GENERAL,2018-01-01T00:00:00.000,2018-12-31T00:00:00.000,364,2018
58948,FONDO DE CAPITAL PRIVADO ENERGETICO - COMPARTIMENTO C,26,FONDOS DE CAPITAL PRIVADO,2018-01-01T00:00:00.000,2018-12-31T00:00:00.000,365,2018
9453,FONDO DE INVERSIÓN COLECTIVA ABIERTO SIN PACTO DE PERMANENCIA OCCITESOROS,21,FIC DE TIPO GENERAL,2018-01-01T00:00:00.000,2018-12-31T00:00:00.000,364,2018
66651,FONDO INMOBILIARIO FIDUPAÍS FIC CERRADO NO. 2 EN DERECHOS FIDUCIARIOS SOBRE INMUEBLES,68,FIC INMOBILIARIAS,2018-01-01T00:00:00.000,2018-12-31T00:00:00.000,365,2018
77049,FONDO DE CAPITAL PRIVADO MALLPLAZA - COMPARTIMENTO AS,26,FONDOS DE CAPITAL PRIVADO,2018-06-13T00:00:00.000,2018-12-31T00:00:00.000,202,2018
71846,FCP 4G CREDICORP CAPITAL - SURA AM COMP LIQUIDEZ I,28,FONDOS DE CAPITAL PRIVADO,2018-01-01T00:00:00.000,2018-12-31T00:00:00.000,1460,2018
50272,FONDO DE CAPITAL PRIVADO RUTA DEL SOL COMPARTIMENTO A1,16,FONDOS DE CAPITAL PRIVADO,2018-01-01T00:00:00.000,2018-12-31T00:00:00.000,363,2018
58741,FICS ABIERTO SIN PACTO DE PERMANENCIA ACCIVAL BALANCEADO,3,FIC DE TIPO GENERAL,2018-01-01T00:00:00.000,2018-12-31T00:00:00.000,365,2018
58445,"FONDO DE INVERSION COLECTIVA ""SERFINCO AIC GRUPO SURA""",62,FIC DE TIPO GENERAL,2018-01-01T00:00:00.000,2018-12-31T00:00:00.000,365,2018
61306,FONDO DE CAPITAL INMOBILIARIO,62,FONDOS DE CAPITAL PRIVADO,2018-01-01T00:00:00.000,2018-12-31T00:00:00.000,365,2018
59854,FONDO DE CAPITAL PRIVADO INVERSIONES GANADERAS COMPARTIMENTO 29,21,FONDOS DE CAPITAL PRIVADO,2018-01-01T00:00:00.000,2018-12-31T00:00:00.000,365,2018
13174,F.I.C. A. MERCADO MONETARIO CONFIANZA PLUS,20,FIC DE MERCADO MONETARIO,2018-01-01T00:00:00.000,2018-12-31T00:00:00.000,364,2018
73454,FONDO DE INVERSION COLECTIVA ULTRASERFINCO SECTORIAL BANCOS,62,FIC DE TIPO GENERAL,2018-01-01T00:00:00.000,2018-12-31T00:00:00.000,702,2018
60168,FONDO DE INVERSIÓN COLECTIVA CERRADO PROGRESIÓN RENTAPLÚS,11,FIC DE TIPO GENERAL,2018-01-01T00:00:00.000,2018-12-31T00:00:00.000,365,2018
59346,FONDO DE INVERSIÓN COLETIVA CERRADO HELM INDICE,88,FIC DE TIPO GENERAL,2018-01-01T00:00:00.000,2018-01-29T00:00:00.000,29,2018
65875,FIC FONDO DE SEGURIDAD BOLIVAR,42,FIC DE TIPO GENERAL,2018-01-01T00:00:00.000,2018-12-31T00:00:00.000,364,2018
58918,CREDICORP CAPITAL ACCIONES GLOBALES,28,FIC DE TIPO GENERAL,2018-01-01T00:00:00.000,2018-12-31T00:00:00.000,365,2018
73592,FCP VALOR FORESTAL CAUCHO 11 (EN LIQUIDACIÓN),38,FONDOS DE CAPITAL PRIVADO,2018-01-01T00:00:00.000,2018-12-31T00:00:00.000,365,2018
74841,FONDO DE INVERSION COLECTIVA CERRADO INMOBILIARIO PROGRESION RENTAR II,11,FIC INMOBILIARIAS,2018-01-02T00:00:00.000,2018-12-31T00:00:00.000,364,2018
9645,F.I.C. CON PACTO DE PERMANENCIA CAPITAL PLUS,20,FIC DE TIPO GENERAL,2018-01-01T00:00:00.000,2018-12-31T00:00:00.000,364,2018
8742,FIC ABIERTO BBVA FAM CON PARTICIPACIONES DIFERENCIALES,3,FIC DE TIPO GENERAL,2018-01-01T00:00:00.000,2018-12-31T00:00:00.000,2548,2018
3078,FONDO DE INVERSIÓN COLECTIVA ABIERTO RENTA BALANCEADO,31,FIC DE TIPO GENERAL,2018-01-01T00:00:00.000,2018-12-31T00:00:00.000,364,2018
58745,CASA DE BOLSA DEUDA CORPORATIVA FONDO  ABIERTO CON PACTO DE PERMANENCIA,76,FIC DE TIPO GENERAL,2018-01-01T00:00:00.000,2018-03-31T00:00:00.000,89,2018
60528,FONDO DE INVERSIÓN COLECTIVA CERRADO CON PLAZO DE REDENCIÓN INVERTIR EN ALTERNATIVOS CLASE 1,9,FIC DE TIPO GENERAL,2018-01-01T00:00:00.000,2018-12-31T00:00:00.000,365,2018
60510,FONDO DE INVERSIÓN COLECTIVA ABIERTO CON PACTO DE PERMANENCIA ADCAP RENTA FIJA COLOMBIA,9,FIC DE TIPO GENERAL,2018-01-01T00:00:00.000,2018-12-31T00:00:00.000,365,2018
73723,FONDO DE INVERSIÓN COLECTIVA ABIERTO CON PACTO DE PERMANENCIA ALIANZA RENTA FIJA MERCADOS EMERGENTE,16,FIC DE TIPO GENERAL,2018-01-10T00:00:00.000,2018-12-31T00:00:00.000,1009,2018
65731,FONDO DE CAPITAL PRIVADO TC LATAM - COMPARTIMENTO E TC LATAM,26,FONDOS DE CAPITAL PRIVADO,2018-01-01T00:00:00.000,2018-12-31T00:00:00.000,365,2018
58434,FONDO DE INVERSIÓN COLECTIVA ABIERTO SIN PACTO DE PERMANENCIA ULTRASERFINCO LIQUIDEZ,62,FIC DE TIPO GENERAL,2018-01-01T00:00:00.000,2018-12-31T00:00:00.000,2555,2018
60543,FONDO DE INVERSIÓN COLECTIVA DEL MERCADO MONETARIO DEL MERCADO MONETARIO DENOMINADO AFIN VALORES V,5,FIC DE MERCADO MONETARIO,2018-01-01T00:00:00.000,2018-03-27T00:00:00.000,86,2018
18462,FONDO CASH CONSERVADOR ALIANZA 1525,16,FIC DE TIPO GENERAL,2018-01-01T00:00:00.000,2018-12-31T00:00:00.000,1089,2018
79144,FCP SURA AM INMOBILIARIO,31,FONDOS DE CAPITAL PRIVADO,2018-08-22T00:00:00.000,2018-12-31T00:00:00.000,132,2018
73317,FONDO DE CAPITAL PRIVADO ARMILLA CAPITAL-COMPARTIMENTO ALPES,16,FONDOS DE CAPITAL PRIVADO,2018-02-26T00:00:00.000,2018-12-31T00:00:00.000,307,2018
61112,COMPARTIMENTO DEUDA PRIVADA INFRAESTRUCTURA I,28,FONDOS DE CAPITAL PRIVADO,2018-01-01T00:00:00.000,2018-12-31T00:00:00.000,1095,2018
75993,FONDO DE INVERSIÓN COLECTIVA CERRADO ACCIVAL ESTRUCTURADO II,3,FIC DE TIPO GENERAL,2018-02-28T00:00:00.000,2018-12-31T00:00:00.000,307,2018
77191,FONDO DE CAPITAL PRIVADO INMOBILIARIO SERVIVALORES GNB SUDAMERIS,91,FONDOS DE CAPITAL PRIVADO,2018-05-09T00:00:00.000,2018-12-31T00:00:00.000,237,2018
74196,FONDO DE CAPITAL PRIVADO RENTA INMOBILIARIA,11,FONDOS DE CAPITAL PRIVADO,2018-01-01T00:00:00.000,2018-12-30T00:00:00.000,364,2018
50283,FONDO DE CAPITAL PRIVADO TRG FCP LA I,16,FONDOS DE CAPITAL PRIVADO,2018-01-01T00:00:00.000,2018-12-31T00:00:00.000,363,2018
67598,FONDO DE CAPITAL AGROEMPRESAS COLOMBIA DE SEAF,21,FONDOS DE CAPITAL PRIVADO,2018-01-01T00:00:00.000,2018-12-31T00:00:00.000,363,2018
10650,FONDO DE INVERSION COLECTIVA ABIERTO CON PACTO DE PERMANENCIA ITAU MEDIANO PLAZO,23,FIC DE TIPO GENERAL,2018-01-01T00:00:00.000,2018-12-31T00:00:00.000,364,2018
71197,FONDO DE INVERSIÓN COLECTIVA ABIERTO FIC AVANZAR VISTA,62,FIC DE TIPO GENERAL,2018-01-01T00:00:00.000,2018-12-31T00:00:00.000,1456,2018
53973,FIC GESTIONAR,58,FIC DE TIPO GENERAL,2018-01-01T00:00:00.000,2018-12-31T00:00:00.000,364,2018
50439,COMPARTIMENTO ZONA FRANCA DEL FONDO DE CAPITAL PRIVADO INVERLINK ESTRUCTURAS INMOBILIARIAS,16,FONDOS DE CAPITAL PRIVADO,2018-01-01T00:00:00.000,2018-12-31T00:00:00.000,363,2018
58756,CREDICORP CAPITAL ALTA LIQUIDEZ,28,FIC DE TIPO GENERAL,2018-01-01T00:00:00.000,2018-12-31T00:00:00.000,365,2018
50518,FONDO DE CO-INVERSIÓN CON EL FONDO DE INFRAESTRUCTURA ASHMORE I - FCP  COMPARTIMENTO 3 - CODAD S.A,16,FONDOS DE CAPITAL PRIVADO,2018-01-01T00:00:00.000,2018-12-31T00:00:00.000,363,2018
10659,FONDO DE INVERSION COLECTIVA ABIERTO FIDUGOB,22,FIC DE TIPO GENERAL,2018-01-01T00:00:00.000,2018-12-31T00:00:00.000,3237,2018
59738,FONDO DE INVERSION COLECTIVA ABIERTO RENTA VARIABLE COLOMBIA,22,FIC DE TIPO GENERAL,2018-01-01T00:00:00.000,2018-12-31T00:00:00.000,365,2018
80955,FONDO DE CAPITAL PRIVADO AQUA COMPARTIMENTO UNO AQUA I,63,FONDOS DE CAPITAL PRIVADO,2018-12-18T00:00:00.000,2018-12-31T00:00:00.000,14,2018
65531,FIC PACTO 25 DE LA FAMILIA DE FONDOS DE FIDUAGRARIA RENTASEMILLA,39,FIC DE TIPO GENERAL,2018-01-01T00:00:00.000,2018-12-31T00:00:00.000,364,2018
65733,FONDO DE CAPITAL PRIVADO TC LATAM - COMPARTIMENTO F TC LATAM,26,FONDOS DE CAPITAL PRIVADO,2018-12-21T00:00:00.000,2018-12-31T00:00:00.000,11,2018
58900,FONVAL DEUDA PUBLICA,28,FIC DE TIPO GENERAL,2018-01-01T00:00:00.000,2018-12-26T00:00:00.000,360,2018
59863,FONDO DE CAPITAL PRIVADO  INVERSIONES GANADERAS COMPARTIMENTO 34,21,FONDOS DE CAPITAL PRIVADO,2018-01-01T00:00:00.000,2018-12-31T00:00:00.000,365,2018
67404,FONDO DE INVERSION COLECTIVA ABIERTO CON PACTO PERMANENCIA ALIANZA RENTA FIJA 90,16,FIC DE TIPO GENERAL,2018-01-01T00:00:00.000,2018-12-31T00:00:00.000,2541,2018
58703,FONDO DE CAPITAL PRIVADO CORREDORES CAPITAL I,26,FONDOS DE CAPITAL PRIVADO,2018-01-01T00:00:00.000,2018-12-31T00:00:00.000,365,2018
60924,COMP II MAS COLOMBIA OPPORTUNITY -FCP MAS COLOMBIA LATAM,9,FONDOS DE CAPITAL PRIVADO,2018-01-01T00:00:00.000,2018-12-31T00:00:00.000,362,2018
60920,"SUBFONDO D TRANSANDINO COLOMBIA, FCP",9,FONDOS DE CAPITAL PRIVADO,2018-01-01T00:00:00.000,2018-12-21T00:00:00.000,353,2018
28405,FONDO DE CAPITAL PRIVADO OXO - PROPIEDADES SOSTENIBLES COMPARTIMENTO II. OXO - PROPIEDADES SOSTENIB,16,FONDOS DE CAPITAL PRIVADO,2018-01-01T00:00:00.000,2018-12-31T00:00:00.000,363,2018
29495,FONDO DE INVERSIÓN COLECTIVA ABIERTO CON PACTO DE PERMANENCIA ÓPTIMO,22,FIC DE TIPO GENERAL,2018-01-01T00:00:00.000,2018-12-31T00:00:00.000,364,2018
64114,FONDO ASHMORE ANDINO II - FCP COMPARTIMENTO A,16,FONDOS DE CAPITAL PRIVADO,2018-01-01T00:00:00.000,2018-12-31T00:00:00.000,1089,2018
58928,CREDICORP CAPITAL ESTRATEGICO,28,FIC DE TIPO GENERAL,2018-01-01T00:00:00.000,2018-12-31T00:00:00.000,365,2018
60348,FONDO DE INVERSIÓN COLECTIVA INMOBILIARIO VISUM RENTAS INMOBILIARIAS,14,FIC INMOBILIARIAS,2018-01-01T00:00:00.000,2018-12-31T00:00:00.000,1160,2018
58746,CASA DE BOLSA LIQUIDEZ FONDO ABIERTO,76,FIC DE MERCADO MONETARIO,2018-01-01T00:00:00.000,2018-03-31T00:00:00.000,89,2018
13525,FONDO DE INVERSION COLECTIVA ABIERTO CON PACTO DE PERMANENCIA RENTAPAIS,39,FIC DE TIPO GENERAL,2018-01-01T00:00:00.000,2018-12-31T00:00:00.000,364,2018
2971,FONDO DE INVERSION COLECTIVA ABIERTO CON PACTO DE PERMANENCIA FIDURENTA,31,FIC DE TIPO GENERAL,2018-01-01T00:00:00.000,2018-12-31T00:00:00.000,1820,2018
59018,FG - FONDO DE CAPITAL PRIVADO FG,26,FONDOS DE CAPITAL PRIVADO,2018-01-01T00:00:00.000,2018-12-31T00:00:00.000,365,2018
59342,FONDO DE INVERSIÓN COLECTIVA CERRADO RENTA FIJA 365,68,FIC DE TIPO GENERAL,2018-01-01T00:00:00.000,2018-12-31T00:00:00.000,365,2018
72409,FONDO DE INVERSION COLECTIVA CERRADO ACCICOLF VANGUARDIA ACCIONES ORDINARIAS,21,FIC DE TIPO GENERAL,2018-01-01T00:00:00.000,2018-12-31T00:00:00.000,364,2018
68802,FONDO DE INVERSIÓN COLECTIVA ULTRASERFINCO GEA,62,FIC DE TIPO GENERAL,2018-01-01T00:00:00.000,2018-12-31T00:00:00.000,365,2018
53954,F.I.C. VALOR PLUS I,20,FIC DE TIPO GENERAL,2018-01-01T00:00:00.000,2018-12-31T00:00:00.000,4368,2018
53970,FONDO DE INVERSION COLECTIVA CERRADO SURA CREDITO PRIVADO COLOMBIA,58,FIC DE TIPO GENERAL,2018-01-01T00:00:00.000,2018-12-31T00:00:00.000,728,2018
32814,FONDO DE INVERSION COLECTIVA CCA RENTALIQUIDA FIDUCAFE,42,FIC DE TIPO GENERAL,2018-01-01T00:00:00.000,2018-12-31T00:00:00.000,1606,2018
72899,FONDO DE CAPITAL PRIVADO INMOBILIARIO GRUPO PEGASUS COLOMBIA FONDO I COMPARTIMENTO 1 PEGASUS VIVIEN,26,FONDOS DE CAPITAL PRIVADO,2018-04-18T00:00:00.000,2018-12-31T00:00:00.000,516,2018
60532,FONDO DE INVERSIÓN COLECTIVA CERRADO CON PLAZO DE REDENCIÓN INVERTIR EN ALTERNATIVOS CLASE 2,9,FIC DE TIPO GENERAL,2018-01-01T00:00:00.000,2018-12-31T00:00:00.000,365,2018
50377,"FONDO DE CO-INVERSIÓN CON EL FONDO DE INFRAESTRUCTURA ASHMORE I - FCP, COMPARTIMENTO UNO",16,FONDOS DE CAPITAL PRIVADO,2018-01-01T00:00:00.000,2018-02-21T00:00:00.000,104,2018
50304,FONDO DE CAPITAL PRIVADO VALORAR FUTURO,16,FONDOS DE CAPITAL PRIVADO,2018-01-01T00:00:00.000,2018-12-31T00:00:00.000,363,2018
59105,CREDICORP CAPITAL ACCIONES COLOMBIA,28,FIC DE TIPO GENERAL,2018-01-01T00:00:00.000,2018-12-31T00:00:00.000,365,2018
66567,COMP IV UNO MAS COLOMBIA LATAM,9,FONDOS DE CAPITAL PRIVADO,2018-01-01T00:00:00.000,2018-12-31T00:00:00.000,1086,2018
75121,FONDO DE CAPITAL PRIVADO MERCANTIL COLPATRIA,25,FONDOS DE CAPITAL PRIVADO,2018-01-19T00:00:00.000,2018-08-01T00:00:00.000,194,2018
34644,FONDO DE INFRAESTRUCTURA BROOKFIELD COLOMBIA - SUBCOMPARTIMENTO GP,16,FONDOS DE CAPITAL PRIVADO,2018-01-01T00:00:00.000,2018-12-31T00:00:00.000,363,2018
38802,FONDO DE CAPITAL PRIVADO OXO - PROPIEDADES SOSTENIBLES COMPARTIMENTO III. BARRANQUILLA. OXO - PROPI,16,FONDOS DE CAPITAL PRIVADO,2018-01-01T00:00:00.000,2018-12-31T00:00:00.000,363,2018
11962,FONDO DE INVERSIÓN COLECTIVA ABIERTO BBVA PAÍS CON PARTICIPACIONES DIFERENCIALES,3,FIC DE TIPO GENERAL,2018-01-01T00:00:00.000,2018-12-31T00:00:00.000,1092,2018
10025,FONDO DE INVERSION COLECTIVA CONSOLIDAR,42,FIC DE TIPO GENERAL,2018-01-01T00:00:00.000,2018-12-31T00:00:00.000,364,2018
58973,CREDICORP CAPITAL VISION,28,FIC DE TIPO GENERAL,2018-01-01T00:00:00.000,2018-12-31T00:00:00.000,365,2018
67403,FONDO DE INVERSION COLECTIVA ABIERTO CON PACTO DE PERMANENCIA ALIANZA ACCIONES,16,FIC DE TIPO GENERAL,2018-01-01T00:00:00.000,2018-12-31T00:00:00.000,1804,2018
11286,FONDO DE INVERSIÓN COLECTIVA ABIERTO RENTAR,18,FIC DE TIPO GENERAL,2018-01-01T00:00:00.000,2018-12-31T00:00:00.000,3058,2018
60918,FCP SUBFONDO B TRASANDINO COLOBIA,9,FONDOS DE CAPITAL PRIVADO,2018-01-01T00:00:00.000,2018-12-21T00:00:00.000,353,2018
60273,FONDO DE INVERSIÓN COLECTIVA CERRADO BTG PACTUAL CRÉDITO,14,FIC DE TIPO GENERAL,2018-01-01T00:00:00.000,2018-12-31T00:00:00.000,1072,2018
11149,FONDO DE INVERSIÓN COLECTIVA FIDUCOLDEX,40,FIC DE TIPO GENERAL,2018-01-01T00:00:00.000,2018-12-31T00:00:00.000,364,2018
59076,FIC RENTA FIJA MEDIANO PLAZO MULTIESCALA,26,FIC DE TIPO GENERAL,2018-01-01T00:00:00.000,2018-12-31T00:00:00.000,686,2018
13520,FONDO DE INVERSION COLECTIVA ABIERTO CON PACTO DE PERMANENCIA RENTAPLAZO,39,FIC DE TIPO GENERAL,2018-01-01T00:00:00.000,2018-12-31T00:00:00.000,364,2018
67066,CREDICORP CAPITAL DEUDA CORPORATIVA LATAM,28,FIC DE TIPO GENERAL,2018-01-01T00:00:00.000,2018-12-31T00:00:00.000,365,2018
2713,FONDO DE CAPITAL PRIVADO FONDO INMOBILIARIO COLOMBIA,31,FONDOS DE CAPITAL PRIVADO,2018-01-01T00:00:00.000,2018-12-31T00:00:00.000,364,2018
72905,FONDO DE CAPITAL PRIVADO PALADIN REALTY COLOMBIA COMPARTIMENTO B,26,FONDOS DE CAPITAL PRIVADO,2018-08-16T00:00:00.000,2018-12-31T00:00:00.000,138,2018
81378,FONDO DE INVERSIÓN COLECTIVA CERRADO ACCIVAL ESTRUCTURADO III,3,FIC DE TIPO GENERAL,2018-12-03T00:00:00.000,2018-12-31T00:00:00.000,58,2018
54576,FONDO DE INVERSION COLECTIVA ABIERTO CON PACTO DE PERMANENCIA ARCO IRIS TÍTULOS DEUDA PRIVADA,33,FIC DE TIPO GENERAL,2018-01-01T00:00:00.000,2018-12-31T00:00:00.000,364,2018
75995,"FONDO DE CO-INVERSIÓN CON EL FONDO DE INFRAESTRUCTURA ASHMORE I FCP, COMPARTIMENTO I",16,FONDOS DE CAPITAL PRIVADO,2018-02-22T00:00:00.000,2018-12-31T00:00:00.000,622,2018
62013,FONDO DE INVERSIÓN COLECTIVA ABIERTO SIN PACTO DE PERMANENCIA GLOBAL BALANCEADO,62,FIC DE TIPO GENERAL,2018-01-01T00:00:00.000,2018-12-31T00:00:00.000,365,2018
73591,FCP - VALOR FORESTAL - CAUCHO 10 (EN LIQUIDACIÓN),38,FONDOS DE CAPITAL PRIVADO,2018-01-01T00:00:00.000,2018-12-31T00:00:00.000,365,2018
76762,ADCAP FONDO CORPORATIVO,9,FIC DE MERCADO MONETARIO,2018-04-11T00:00:00.000,2018-10-09T00:00:00.000,182,2018
58980,FONDO DE INVERSION COLECTIVA CERRADO DENOMINADO FACTORING,62,FIC DE TIPO GENERAL,2019-01-01T00:00:00.000,2019-12-31T00:00:00.000,365,2019
50406,FONDO DE CAPITAL PRIVADO TRIBECA TERMINAL DE CARGA EL DORADO,16,FONDOS DE CAPITAL PRIVADO,2019-01-01T00:00:00.000,2019-02-15T00:00:00.000,46,2019
59355,FONDO DE INVERSION COLECTIVA CERRADO RENTA CRÉDITO,68,FIC DE TIPO GENERAL,2019-01-01T00:00:00.000,2019-12-31T00:00:00.000,365,2019
66289,FCP SURA ASSET MANAGEMENT ? DESARROLLO INMOBILIARIO COMPARTIMENTO GENERAL,16,FONDOS DE CAPITAL PRIVADO,2019-01-01T00:00:00.000,2019-12-31T00:00:00.000,365,2019
73446,FONDO DE INVERSION COLECTIVA ULTRASERFINCO SECTORIAL ENERGIA Y PETROLEO,62,FIC DE TIPO GENERAL,2019-01-01T00:00:00.000,2019-12-31T00:00:00.000,730,2019
46197,NEXUS INMOBILIARIO - COMPARTIMENTO TORRE ALIANZA,21,FONDOS DE CAPITAL PRIVADO,2019-01-01T00:00:00.000,2019-12-31T00:00:00.000,365,2019
83516,FONDO DE INVERSION COLECTIVA INMOBILIARIA PLENTIA RENTAS,97,FIC INMOBILIARIAS,2019-03-09T00:00:00.000,2019-12-31T00:00:00.000,298,2019
78888,FONDO DE INVERSIÓN COLECTIVA DIVERSIFICADO INTERNACIONAL,26,FIC DE TIPO GENERAL,2019-01-01T00:00:00.000,2019-12-31T00:00:00.000,365,2019
10936,FONDO ABIERTO ALIANZA,16,FIC DE TIPO GENERAL,2019-01-01T00:00:00.000,2019-12-31T00:00:00.000,4580,2019
58452,"FONDO DE INVERSION COLECTIVA ""SERFINCO AIC GRUPO ARGOS""",62,FIC DE TIPO GENERAL,2019-01-01T00:00:00.000,2019-12-31T00:00:00.000,365,2019
60174,FIC CERRADO MIDAS ALTERNATIVO,10,FIC DE TIPO GENERAL,2019-01-01T00:00:00.000,2019-12-31T00:00:00.000,365,2019
58958,FONDO DE CAPITAL PRIVADO INVERSOR COMPARTIMENTO B,26,FONDOS DE CAPITAL PRIVADO,2019-01-01T00:00:00.000,2019-12-31T00:00:00.000,365,2019
54582,COMPARTIMENTO 6 DEL FONDO DE CO-INVERSIÓN CON EL FONDO DE INFRAESTRUCTURA ASHMORE I FCP,16,FONDOS DE CAPITAL PRIVADO,2019-01-01T00:00:00.000,2019-12-31T00:00:00.000,365,2019
79263,FIC RENTA AGRARIA 1525,39,FIC DE TIPO GENERAL,2019-01-01T00:00:00.000,2019-09-30T00:00:00.000,273,2019
76413,F.I.C. ABIERTA CON PACTO DE PERMANENCIA SOSTENIBLE GLOBAL,20,FIC DE TIPO GENERAL,2019-01-01T00:00:00.000,2019-12-31T00:00:00.000,365,2019
85018,CREDICORP CAPITAL ESTRUCTURADO IX,28,FIC DE TIPO GENERAL,2019-04-10T00:00:00.000,2019-12-31T00:00:00.000,266,2019
51953,FONDO DE INVERSIÓN COLECTIVA SKANDIA EFECTIVO,7,FIC DE TIPO GENERAL,2019-01-01T00:00:00.000,2019-12-31T00:00:00.000,2190,2019
10440,FONDO DE INVERSION ABIERTO CASH,34,FIC DE TIPO GENERAL,2019-01-01T00:00:00.000,2019-12-31T00:00:00.000,365,2019
71259,FONDO DE INVERSIÓN COLECTIVA ABIERTO CON PACTO DE PERMANENCIA BTG PACTUAL RENTA FIJA INTERNACIONAL,14,FIC DE TIPO GENERAL,2019-01-01T00:00:00.000,2019-12-31T00:00:00.000,1649,2019
9641,F.I.C. CON PACTO DE PERMANENCIA MULTIPLICAR,20,FIC DE TIPO GENERAL,2019-01-01T00:00:00.000,2019-12-31T00:00:00.000,365,2019
80428,ACCIVAL RENTA FIJA 180,3,FIC DE TIPO GENERAL,2019-01-01T00:00:00.000,2019-12-31T00:00:00.000,365,2019
11207,FONDO AUREOS COLOMBIA,40,FONDOS DE CAPITAL PRIVADO,2019-01-01T00:00:00.000,2019-12-31T00:00:00.000,365,2019
61384,"MAS EQUITY FUND III COLOMBIA, FCP",9,FONDOS DE CAPITAL PRIVADO,2019-01-01T00:00:00.000,2019-12-31T00:00:00.000,365,2019
53965,FIC CORPORATIVO II,58,FIC DE TIPO GENERAL,2019-01-01T00:00:00.000,2019-12-31T00:00:00.000,365,2019
73587,FCP - VALOR FORESTAL - CAUCHO 06(EN LIQUIDACIÓN),38,FONDOS DE CAPITAL PRIVADO,2019-01-01T00:00:00.000,2019-12-31T00:00:00.000,365,2019
66648,FONDO INMOBILIARIO FIDUPAÍS FIC CERRADO NO. 1 EN DERECHOS FIDUCIARIOS SOBRE INMUEBLES,68,FIC INMOBILIARIAS,2019-01-01T00:00:00.000,2019-12-31T00:00:00.000,365,2019
53966,FIC CORPORATIVO III,58,FIC DE TIPO GENERAL,2019-01-01T00:00:00.000,2019-01-28T00:00:00.000,28,2019
87265,FONDO DE CAPITAL PRIVADO INMOBILIARIO POR COMPARTIMENTOS AZUR COMPARTIMENTO CHIZO,97,FONDOS DE CAPITAL PRIVADO,2019-08-05T00:00:00.000,2019-12-31T00:00:00.000,149,2019
58699,FONDO DE INVERSIÓN COLECTIVA ABIERTO CON PACTO DE PERMANENCIA BTG PACTUAL ACCIONES COLOMBIA,14,FIC DE TIPO GENERAL,2019-01-01T00:00:00.000,2019-12-31T00:00:00.000,2057,2019
9448,FONDO DE INVERSIÓN COLECTIVA ABIERTO SIN PACTO DE PERMANENCIA AVANZA RENTA FIJA,21,FIC DE TIPO GENERAL,2019-01-01T00:00:00.000,2019-12-31T00:00:00.000,365,2019
