codigo_negocio,entidad,nombre,subtipo,aum,inversionistas,n_clases,rent_anual_med,clase_principal,valor_unidad_operaciones,cat_nombre,aum_bn_cop
58918,Credicorp Capital,CREDICORP CAPITAL ACCIONES GLOBALES,FIC DE TIPO GENERAL,63041928966.7,459,2,-3.075452,800,28531.394342,RV_INTL,63.0
120187,Alianza Fiduciaria S.A.,FONDO CERRADO ALIANZA SENTENCIAS NACIÓN NO 5,FIC DE TIPO GENERAL,62364040931.009995,126,4,15.81813,504,14225.654494,SIN_CLASIFICAR,62.4
113658,Corredores Davivienda S.A.Comisionista De Bolsa,FONDO DE INVERSION COLECTIVA DIVERSIFICADO CONSERVADOR,FIC DE TIPO GENERAL,62190956718.85,380,1,8.401492,501,13555.576722,MIXTO,62.2
3644,Fiduciaria Bancolombia S.A. Sociedad Fiduciaria,FONDO DE INVERSIÓN COLECTIVA ABIERTO RENTA ACCIONES LATAM,FIC DE TIPO GENERAL,61263062791.83938,6386,1,2.00568,501,76930.35019,RV_INTL,61.3
67066,Credicorp Capital,CREDICORP CAPITAL DEUDA CORPORATIVA LATAM,FIC DE TIPO GENERAL,60754524977.08,330,2,6.073938,817,17769.831802,RF_LARGO,60.8
130402,Fiduaval,FONDO DE INVERSION COLECTIVA ABIERTO CON PACTO DE PERMANENCIA META PLANEADA,FIC DE TIPO GENERAL,59772381477.9,478,1,8.544402,800,15702.025302,RF_LARGO,59.8
121380,Fiduciaria Sura S.A.,FONDO DE INVERSION COLECTIVA CREDITO PRIVADO IV,FIC DE TIPO GENERAL,59642385761.32,481,1,13.330847,501,12834.708752,RF_LARGO,59.6
134932,Acciones Y Valores S.A.  Comisionistas De Bolsa,FONDO DE INVERSION COLECTIVA ESTRUCTURADO POTENCIAL USA,FIC DE TIPO GENERAL,59481294194.74,6951,1,0.0,800,10550.673286,SIN_CLASIFICAR,59.5
69368,Bbva Asset Management S.A. Sociedad Fiduciaria,FONDO DE INVERSIÓN COLECTIVA ABIERTO CON PACTO DE PERMANENCIA BBVA AM ESTRATEGIA BALANCEADO GLOBAL,FIC DE TIPO GENERAL,59396069198.02,6485,1,16.71723,800,24476.457632,INTL_OTRO,59.4
99106,Credicorp Capital,CREDICORP CAPITAL ACCIONES LATAM,FIC DE TIPO GENERAL,57011567910.24,587,2,5.8341745,800,10688.071723,RV_INTL,57.0
58921,Credicorp Capital,CREDICORP CAPITAL RENTA FIJA GLOBAL,FIC DE TIPO GENERAL,55548840906.51,311,2,7.111261000000001,800,18972.139538,INTL_OTRO,55.5
130524,Fiduaval,FONDO DE INVERSION COLECTIVA ABIERTO SIN PACTO DE PERMANENCIA RENTA FIJA RECURRENTE,FIC DE TIPO GENERAL,51712649935.78,1200,2,8.207003,502,15615.926369,RF_CORTO,51.7
118816,Alianza Fiduciaria S.A.,FONDO CERRADO ALIANZA SENTENCIAS NACIÓN NO 4,FIC DE TIPO GENERAL,50103630258.130005,110,3,13.54319,501,14174.205908,SIN_CLASIFICAR,50.1
134023,Credicorp Capital,CREDICORP CAPITAL ESTRUCTURADO XII,FIC DE TIPO GENERAL,49878544447.21,296,1,0.0,501,9992.199391,SIN_CLASIFICAR,49.9
97588,Alianza Fiduciaria S.A.,FONDO DE INVERSIÓN COLECTIVA CERRADO SENTENCIAS NACIÓN ALIANZA,FIC DE TIPO GENERAL,49417049854.64,116,4,8.8888695,501,19328.358105,SIN_CLASIFICAR,49.4
72485,Renta4g Fiduciaria,FONDO DE INVERSION COLECTIVA RENTA 4 GLOBAL VISTA,FIC DE TIPO GENERAL,49402893940.94,95,6,9.0130305,501,16515.23665,INTL_OTRO,49.4
128954,Fiduaval,FONDO DE INVERSIÓN COLECTIVA ABIERTO SIN PACTO DE PERMANENCIA AVANZA RENTA FIJA,FIC DE TIPO GENERAL,49387509512.36,446,1,7.902159,800,1722754.826715,RF_CORTO,49.4
122574,Valores Bancolombia S.A. Comisionista De Bolsa,FONDO DE INVERSIÓN COLECTIVA ABIERTO RENTA DIGITAL ALTO CRECIMIENTO,FIC DE TIPO GENERAL,49360726581.23,2202,1,14.652276,801,12881.480432,MIXTO,49.4
8686,Bbva Asset Management S.A. Sociedad Fiduciaria,FONDO DE INVERSIÓN COLECTIVA ABIERTO CON PACTO DE PERMANENCIA Y  PARTICIPACIONES DIFERENCIALES BBVA,FIC DE TIPO GENERAL,48524305413.62,4709,1,7.881098,801,37031.195754,RF_LARGO,48.5
59078,Corredores Davivienda S.A.Comisionista De Bolsa,FONDO DE INVERSIÓN COLECTIVA DIVERSIFICADO MODERADO,FIC DE TIPO GENERAL,47915589776.37,757,2,2.6410780000000003,501,27954.150991,MIXTO,47.9
102610,Alianza Fiduciaria S.A.,FONDO CERRADO SENTENCIAS NACIÓN II ALIANZA,FIC DE TIPO GENERAL,46458959090.72,113,3,9.172717,501,16791.942625,SIN_CLASIFICAR,46.5
136463,Fiduciaria Sura S.A.,FONDO DE INVERSION COLECTIVA CERRADO SURA CRÉDITO PRIVADO VI,FIC DE TIPO GENERAL,45759995387.75,189,1,0.0,501,10150.21941,RF_LARGO,45.8
76412,Fiduaval,F.I.C. DEUDA CORPORATIVA,FIC DE TIPO GENERAL,44305208229.66,65,1,9.031501,800,5280.528385,RF_LARGO,44.3
126374,Skandia Fiduciaria S.A.,FONDO DE INVERSIÓN COLECTIVA CERRADO SKANDIA ESTRUCTURADO EURO STOXX600 CON CAPITAL PROTEGIDO,FIC DE TIPO GENERAL,41891122125.92003,500,2,31.1856525,401,12867.309545,SIN_CLASIFICAR,41.9
130403,Fiduaval,FONDO DE INVERSION COLECTIVA ABIERTO CON PACTO DE PERMANENCIA META DECIDIDA,FIC DE TIPO GENERAL,41348545230.79,430,1,6.050914,800,16043.548679,RF_LARGO,41.3
54573,Accion Sociedad Fiduciaria S.A.  Sigla Acción Fiduciaria,FONDO DE INVERSIÓN COLECTIVA ABIERTO SIN PACTO DE PERMANENCIA ARCO IRIS CONSERVADOR,FIC DE TIPO GENERAL,40919884441.31,1225,1,6.614689,501,95552.058558,MIXTO,40.9
95249,Bbva Asset Management S.A. Sociedad Fiduciaria,FONDO DE INVERSIÓN COLECTIVA ABIERTO BBVA PÁRAMO,FIC DE TIPO GENERAL,39285641686.08,15089,1,8.832976,501,13962.777724,SIN_CLASIFICAR,39.3
118693,Valores Bancolombia S.A. Comisionista De Bolsa,FONDO RENTA DIGITAL CRECIMIENTO,FIC DE TIPO GENERAL,38743942149.78,2486,1,8.408954,801,13568.290845,MIXTO,38.7
115723,Alianza Fiduciaria S.A.,FONDO CERRADO ALIANZA SENTENCIAS NACIÓN NO 3,FIC DE TIPO GENERAL,37782253056.69,70,3,12.177714,504,15980.20126,SIN_CLASIFICAR,37.8
101471,Fiduciaria Sura S.A.,FIC SURA RENTA FIJA COLOMBIA,FIC DE TIPO GENERAL,37484662117.62,22,2,9.039484999999999,501,15752.772998,RF_LARGO,37.5
121643,Progresion Scb,FONDO DE INVERSION COLECTIVA ABIERTO CON PACTO DE PERMANENCIA  ACCIONES,FIC DE TIPO GENERAL,36921956796.47,2757,1,39.969822,101,26188.262172,RV_LOCAL,36.9
93223,Credicorp Capital,CREDICORP CAPITAL BALANCEADO COLOMBIA,FIC DE TIPO GENERAL,33248685375.9,572,2,12.341953,800,20354.191894,MIXTO,33.2
121149,Valores Bancolombia S.A. Comisionista De Bolsa,FIC RENTA DIGITAL MODERADO,FIC DE TIPO GENERAL,31058169437.21,2049,1,7.885558,801,11886.525331,MIXTO,31.1
80428,Acciones Y Valores S.A.  Comisionistas De Bolsa,ACCIVAL RENTA FIJA 180,FIC DE TIPO GENERAL,29945104251.04,2293,1,9.992735,800,18281.557593,RF_LARGO,29.9
127244,Acciones Y Valores S.A.  Comisionistas De Bolsa,FONDO DE INVERSION COLECTIVA ESTRUCTURADO ACCIONES BRASIL,FIC DE TIPO GENERAL,29621739919.48,2349,1,0.0,800,12816.019739,RV_LOCAL,29.6
126291,Credicorp Capital,CREDICORP CAPITAL ESTRUCTURADO XI,FIC DE TIPO GENERAL,27848822093.88,254,1,10.265226,501,12238.705647,SIN_CLASIFICAR,27.8
34163,Alianza Fiduciaria S.A.,FONDO CERRADO INMOBILIARIO ALIANZA,FIC INMOBILIARIAS,27450102566.99,82,1,3.915036,800,11670.423039,SIN_CLASIFICAR,27.5
124374,Skandia Fiduciaria S.A.,FIC CERRADO SKANDIA NOTA ESTRUCTRUADA CON CAPITAL PROTEGIDO I,FIC DE TIPO GENERAL,27307195086.929955,243,2,16.350284,401,13657.17294,SIN_CLASIFICAR,27.3
129659,Fiduaval,FONDO DE INVERSION COLECTIVA CERRADA OCCIDECOL,FIC DE TIPO GENERAL,27227158774.54,114,1,0.018538,800,10025.802718,SIN_CLASIFICAR,27.2
136598,Fiduciaria Bancolombia S.A. Sociedad Fiduciaria,FIC CERRADO RENTA ESTRUCTURADA,FIC DE TIPO GENERAL,25247360365.02,626,1,0.0,800,9818.106852,SIN_CLASIFICAR,25.2
119158,Itaú Comisionista De Bolsa,FONDO DE INVERSION COLECTIVA ABIERTO ITAU ACCIONES COLOMBIA,FIC DE TIPO GENERAL,25014143290.75,1316,1,39.665313,800,25374.272876,RV_LOCAL,25.0
115734,Fiduciaria Davibank,FONDO DE INVERSIÓN COLECTIVA ABIERTO CON PACTO DE PERMANENCIA SCOTIA DEUDA PÚBLICA COLOMBIA,FIC DE TIPO GENERAL,24839405300.29,13,6,6.0838874999999994,806,12743.022273,RF_LARGO,24.8
113579,Alianza Fiduciaria S.A.,FONDO CERRADO ALIANZA ALTERNATIVOS LOCAL MEDIANO PLAZO,FIC DE TIPO GENERAL,24435200253.15,38,5,12.116011,507,16568.602077,RF_LARGO,24.4
135048,Fiduciaria Sura S.A.,FONDO DE INVERSION COLECTIVA CERRADO (FIC) SURA RENTA FIJA LOCAL,FIC DE TIPO GENERAL,24401497108.96,110,3,0.0,501,10548.21909,RF_LARGO,24.4
115124,Acciones Y Valores S.A.  Comisionistas De Bolsa,FIC ABIERTO ACCICUENTA CONSERVADOR,FIC DE TIPO GENERAL,23330773262.03,5390,1,8.088972,800,13067.85369,MIXTO,23.3
62633,Fiducoldex,FIDUCOLDEX CAPITAL INTELIGENTE FONDO DE INVERSION COLECTIVA,FIC DE TIPO GENERAL,23118177816.16,67,2,8.0322685,556,10792.543127,SIN_CLASIFICAR,23.1
121646,Progresion Scb,CARTERA COLECTIVA ESCALONADA INTERBOLSA CREDIT,FIC DE TIPO GENERAL,21804777963.85,4122,1,-5.146658,101,91919.228352,SIN_CLASIFICAR,21.8
119695,Acciones Y Valores S.A.  Comisionistas De Bolsa,FIC ABIERTO SIN PACTO DE PERMANENCIA ETF 500 US,FIC DE TIPO GENERAL,21728853262.57,21905,1,-6.073039,800,11629.007701,RF_CORTO,21.7
106817,Progresion Scb,FONDO DE INVERSION COLECTIVA CERRADO INMOBILIARIO PROGRESION RENTAR II,FIC INMOBILIARIAS,21252243073.56,74,1,13.618294,800,28289.428418,SIN_CLASIFICAR,21.3
134758,Skandia Fiduciaria S.A.,FONDO DE INVERSIÓN COLECTIVA SKANDIA CERRADO CAT XXIX (29),FIC DE TIPO GENERAL,20864327199.90997,79,4,0.0,503,10515.955525,SIN_CLASIFICAR,20.9
119143,Itaú Comisionista De Bolsa,FONDO DE INVERSION COLECTIVA ABIERTO ITAU MEDIANO PLAZO,FIC DE TIPO GENERAL,20319876474.67,1642,1,6.291429,536,4342.501176,RF_LARGO,20.3
115736,Fiduciaria Davibank,FONDO DE INVERSIÓN COLECTIVA ABIERTO CON PACTO DE PERMANENCIA SCOTIA PORTAFOLIO GLOBAL MODERADO,FIC DE TIPO GENERAL,20265242666.89,6,3,-0.170878,812,12100.505598,INTL_OTRO,20.3
115735,Fiduciaria Davibank,FONDO DE INVERSIÓN COLECTIVA ABIERTO CON PACTO DE PERMANENCIA SCOTIA PORTAFOLIO GLOBAL CONSERVADOR,FIC DE TIPO GENERAL,20213480616.190002,7,3,3.31554,809,12064.006299,INTL_OTRO,20.2
120909,"""Caja Social""",RETIRO FONDO DE INVERSIÓN COLECTIVA ABIERTO CON PACTO DE PERMANENCIA,FIC DE TIPO GENERAL,18959273956.25,14503,1,7.72374,800,11666.165727,RF_LARGO,19.0
59079,Corredores Davivienda S.A.Comisionista De Bolsa,FIC ACCIONES GLOBALES,FIC DE TIPO GENERAL,18595134593.66,900,3,-5.591082,501,9941.254142,RV_INTL,18.6
127881,Bbva Asset Management S.A. Sociedad Fiduciaria,FONDO DE INVERSIÓN COLECTIVA CERRADO BBVA AM FUTURO 3.0,FIC DE TIPO GENERAL,18391912261.61,311,1,0.0,501,10703.985856,SIN_CLASIFICAR,18.4
108266,Corredores Davivienda S.A.Comisionista De Bolsa,FONDO DE INVERSION COLECTIVA ABIERTO LIQUIDEZ DOLAR,FIC DE TIPO GENERAL,18245992361.02,113,1,-18.516563,501,7175.218148,INTL_OTRO,18.2
125045,Alianza Fiduciaria S.A.,FONDO CERRADO ALIANZA ALTERNATIVOS LOCAL MEDIANO PLAZO NO 2,FIC DE TIPO GENERAL,17504446206.22,83,4,12.0380275,508,11643.944123,RF_LARGO,17.5
137005,Alianza Fiduciaria S.A.,FONDO CERRADO ALIANZA ESTRUCTURADO ALTERNATIVOS EQUITY MEDIANO PLAZO,FIC DE TIPO GENERAL,17465000000.0,3,2,0.0,502,10000.0,RV_LOCAL,17.5
101366,Alianza Fiduciaria S.A.,FONDO DE INVERSIÓN COLECTIVA ABIERTO CON PACTO DE PERMANENCIA RENOVABLE BALANCEADO MODERADO ALIANZ,FIC DE TIPO GENERAL,16947996676.07,140,6,10.749248,509,15815.700759,MIXTO,16.9
78888,Corredores Davivienda S.A.Comisionista De Bolsa,FONDO DE INVERSIÓN COLECTIVA DIVERSIFICADO INTERNACIONAL,FIC DE TIPO GENERAL,16664169969.14,293,1,-0.101714,501,14980.884757,INTL_OTRO,16.7
132820,Fiduaval,FONDO DE INVERSIÓN COLECTIVA ABIERTO IMPULSO ALTA LIQUIDEZ,FIC DE TIPO GENERAL,16437795727.650002,22,3,0.0,537,10841.521154,RF_CORTO,16.4
135658,Alianza Fiduciaria S.A.,FONDO CERRADO ALIANZA RENTA FIJA ESTRUCTURADO MEDIANO PLAZO,FIC DE TIPO GENERAL,16340783432.689999,72,4,0.0,502,10065.966062,RF_LARGO,16.3
137413,Acciones Y Valores S.A.  Comisionistas De Bolsa,FIC CRIPTO ESTRUCTURADO,FIC DE TIPO GENERAL,16251525072.52,3639,1,0.0,800,9769.051551,SIN_CLASIFICAR,16.3
129979,Fiduaval,FONDO DE INVERSION COLECTIVA ABIERTO CON PACTO DE PERMANENCIA RENTA FIJA DINAMICA,FIC DE TIPO GENERAL,16097745890.55,149,1,8.618912,800,17516.206719,RF_LARGO,16.1
136442,Credicorp Capital,CREDICORP CAPITAL ESTRUCTURADO XIII,FIC DE TIPO GENERAL,13368490246.41,90,1,0.0,501,10711.999887,SIN_CLASIFICAR,13.4
105786,Bbva Asset Management S.A. Sociedad Fiduciaria,FIC MULTIESTRATEGIA ESTABLE,FIC DE TIPO GENERAL,13338335792.9,5993,1,8.513204,501,14061.391136,MIXTO,13.3
125427,Corredores Davivienda S.A.Comisionista De Bolsa,FONDO DE INVERSIÓN COLECTIVA CERRADO CAPITAL PRIVADO INTERNACIONAL,FIC DE TIPO GENERAL,13203106562.079998,42,2,-23.3182875,501,7435.821842,INTL_OTRO,13.2
124187,Alianza Fiduciaria S.A.,FONDO CERRADO ALIANZA RENTA FIJA HIGH YIELD,FIC DE TIPO GENERAL,12647003742.67,63,3,7.901597,506,11305.975617,RF_LARGO,12.6
129224,Fiduaval,FONDO DE INVERSION COLECTIVA ABIERTO RENTAR 30,FIC DE TIPO GENERAL,11864060335.05,128,1,8.018507,800,21958.834571,SIN_CLASIFICAR,11.9
134246,Bbva Asset Management S.A. Sociedad Fiduciaria,FONDO DE INVERSION COLECTIVA CERRADO VISION + DOLAR,FIC DE TIPO GENERAL,11745769725.74,181,1,0.0,501,9447.240422,INTL_OTRO,11.7
134161,Skandia Fiduciaria S.A.,FONDO DE INVERSIÓN COLECTIVA SKANDIA CERRADO CAT XXVIII,FIC DE TIPO GENERAL,11299339564.830008,52,4,0.0,503,10669.75442,SIN_CLASIFICAR,11.3
105788,Bbva Asset Management S.A. Sociedad Fiduciaria,FIC MULTIESTRATEGIA CRECIMIENTO,FIC DE TIPO GENERAL,11037738983.25,4056,1,14.066067,501,17241.131344,MIXTO,11.0
123532,Acciones Y Valores S.A.  Comisionistas De Bolsa,FONDO DE INVERSION COLECTIVA ACCIONES USA VOO,FIC DE TIPO GENERAL,10842844663.33,7841,1,-6.986326,800,9099.407492,RV_INTL,10.8
9645,Fiduaval,F.I.C. CON PACTO DE PERMANENCIA CAPITAL PLUS,FIC DE TIPO GENERAL,10354655604.61,118,1,9.148939,800,33884.795485,RF_LARGO,10.4
108387,Alianza Fiduciaria S.A.,FONDO CERRADO ALIANZA ALTERNATIVOS LOCAL LARGO PLAZO,FIC DE TIPO GENERAL,9437310302.68,25,5,11.690514,507,18701.33508,RF_LARGO,9.4
58927,Credicorp Capital,CREDICORP CAPITAL BALANCEADO III,FIC DE TIPO GENERAL,9389142004.69,2,1,7.376546,800,21439.213984,MIXTO,9.4
69536,Fiduagraria S.A.,FONDO DE INVERSION COLECTIVA ABIERTO CONFIRENTA,FIC DE TIPO GENERAL,8578124998.26,350,4,7.2222919999999995,516,20699.818897,SIN_CLASIFICAR,8.6
129593,Fiduaval,FONDO DE INVERSIÓN COLECTIVA ABIERTO CON PACTO DE PERMANENCIA ES+,FIC DE TIPO GENERAL,8380272586.96,2542,3,9.388953,521,20442.898705,RF_LARGO,8.4
128955,Fiduaval,FONDO DE INVERSIÓN COLECTIVA ABIERTO CON PACTO DE PERMANENCIA META CRECIMIENTO,FIC DE TIPO GENERAL,8330842879.34,170,1,6.735259,800,3564.850784,MIXTO,8.3
129191,Fiduaval,FONDO DE INVERSIÓN COLECTIVA ABIERTO CON PACTO DE PERMANENCIA CUBRIR BALANCEADO INTERNACIONAL,FIC DE TIPO GENERAL,6876848245.67,1340,2,-17.513448,532,10927.75001,INTL_OTRO,6.9
123763,Acciones Y Valores S.A.  Comisionistas De Bolsa,FONDO DE INVERSION COLECTIVA ACCIVAL USD,FIC DE TIPO GENERAL,6363984463.94,6211,1,-17.724855,800,7940.512185,INTL_OTRO,6.4
54576,Accion Sociedad Fiduciaria S.A.  Sigla Acción Fiduciaria,FONDO DE INVERSION COLECTIVA ABIERTO CON PACTO DE PERMANENCIA ARCO IRIS TÍTULOS DEUDA PRIVADA,FIC DE TIPO GENERAL,6257137602.62,218,1,7.419558,502,27945.60839,RF_LARGO,6.3
121164,Valores Bancolombia S.A. Comisionista De Bolsa,FIC RENTA DIGITAL CONSERVADOR,FIC DE TIPO GENERAL,6065334605.38,519,1,7.749737,801,11560.108156,MIXTO,6.1
106813,Progresion Scb,FONDO DE INVERSIÓN COLECTIVA RENTA FIJA ABIERTO CON PACTO DE PERMANENCIA MEDIANO PLAZO,FIC DE TIPO GENERAL,6042126022.6,341,1,6.503013,800,17207.913371,RF_LARGO,6.0
122444,Corredores Davivienda S.A.Comisionista De Bolsa,FONDO DE INVERSIÓN COLECTIVA FINCA RAÍZ INTERNACIONAL,FIC DE TIPO GENERAL,5991680994.62,29,2,-16.679535,501,8156.032975,INTL_OTRO,6.0
54577,Accion Sociedad Fiduciaria S.A.  Sigla Acción Fiduciaria,FONDO DE INVERSION COLECTIVA ABIERTO CON PACTO DE PERMANENCIA ARCO IRIS DEUDA PRIVADA,FIC DE TIPO GENERAL,5973294328.19,82,1,8.058608,503,26869.035544,RF_LARGO,6.0
76414,Fiduaval,F.I.C. ACCIONES PLUS,FIC DE TIPO GENERAL,5665753308.96,168,1,39.077124,800,4952.789146,RV_LOCAL,5.7
115741,Fiduciaria Davibank,FONDO DE INVERSIÓN COLECTIVA ABIERTO CON PACTO DE PERMANENCIA SCOTIA PORTAFOLIO GLOBAL MÁS CRECIMIE,FIC DE TIPO GENERAL,5238479599.59,7,3,-6.070494,818,12355.96717,INTL_OTRO,5.2
123120,Fiduagraria S.A.,FONDO DE INVERSIÓN COLECTIVA EVOLUCIÓN 1525,FIC DE TIPO GENERAL,4917323645.67,8,2,8.2615365,769,11303.936178,RF_CORTO,4.9
115738,Fiduciaria Davibank,FONDO DE INVERSIÓN COLECTIVA ABIERTO CON PACTO DE PERMANENCIA SCOTIA PORTAFOLIO GLOBAL CRECIMIENTO,FIC DE TIPO GENERAL,4748664182.68,6,3,-3.261067,815,12374.219679,INTL_OTRO,4.7
76410,Fiduaval,F.I.C. ESTRATEGIA MODERADA,FIC DE TIPO GENERAL,4163446131.77,18,1,9.187589,800,20937.062569,MIXTO,4.2
115726,Fiduciaria Davibank,FONDO DE INVERSIÓN COLECTIVA ABIERTO CON PACTO DE PERMANENCIA SCOTIA PORTAFOLIO GLOBAL MÁS CONSERVA,FIC DE TIPO GENERAL,4084599325.6499996,6,3,6.041379,800,12149.505336,INTL_OTRO,4.1
135020,Skandia Fiduciaria S.A.,FONDO DE INVERSION COLECTIVA SKANDIA MONETARIO,FIC DE TIPO GENERAL,3723868072.209999,12,3,0.0,502,10333.054041,RF_CORTO,3.7
129190,Fiduaval,FONDO DE INVERSIÓN COLECTIVA ABIERTO CON PACTO DE PERMANENCIA ÓPTIMO,FIC DE TIPO GENERAL,3617614676.7,325,1,4.62179,800,4219.225598,RF_LARGO,3.6
122272,Fiduciaria La Previsora S.A.  Sigla Fiduprevisora S.A.,FONDO DE INVERSIÓN COLECTIVA FIDUPREVISORA SOSTENIBLE,FIC DE TIPO GENERAL,3533256824.0124636,11,5,0.0,531,10634.604154,SIN_CLASIFICAR,3.5
110574,Credicorp Capital,CREDICORP CAPITAL INNOVACIÓN LATAM,FIC DE TIPO GENERAL,3067355255.08,19,2,-1.8989179999999999,802,7854.412526,SIN_CLASIFICAR,3.1
127399,Acciones Y Valores S.A.  Comisionistas De Bolsa,FONDO DE INVERSION COLECTIVA ABIERTO ESTRATEGIA GLOBAL,FIC DE TIPO GENERAL,2901106269.73,1385,1,0.0,800,8555.840871,INTL_OTRO,2.9
117569,Alianza Fiduciaria S.A.,FONDO CERRADO ALIANZA ALTERNATIVOS LOCAL LARGO PLAZO 7 AÑOS,FIC DE TIPO GENERAL,2721243467.98,5,3,19.520627,506,17457.936002,RF_LARGO,2.7
119160,Itaú Comisionista De Bolsa,FONDO DE INVERSION COLECTIVA ITAÚ DOLAR RENTA FIJA,FIC DE TIPO GENERAL,2479004226.62,238,1,-17.972981,532,9344.263773,INTL_OTRO,2.5
106810,Progresion Scb,FONDO DE INVERSIÓN COLECTIVA CERRADO PROGRESIÓN RENTAPLÚS,FIC DE TIPO GENERAL,1458780778.81,14,1,7.536854,800,26549.172601,SIN_CLASIFICAR,1.5
121647,Progresion Scb,CARTERA COLECTIVA ESCALONADA INTERBOLSA FACTORING,FIC DE TIPO GENERAL,354512950.76,1085,1,-2.566153,101,12772.927508,SIN_CLASIFICAR,0.4
137409,Skandia Fiduciaria S.A.,FIC INMOBILIARIO CERRADO SKANDIA URBANO,FIC INMOBILIARIAS,74014902.69,5,2,0.0,503,10000.0,SIN_CLASIFICAR,0.1
82718,Fiduagraria S.A.,FONDO DE INVERSIÓN COLECTIVA ABIERTO CON PACTO DE PERMANENCIA RENTAPAIS,FIC DE TIPO GENERAL,3771735.55,1,1,7.351585,800,15518.26971,RF_CORTO,0.0
